"search-number","evaluation","evals-requested-so-far","number-of-cars*","mean_acceleration*","mean-deceleration*","max-patience*","distance-between-nodes*","number-of-lanes*","length-of-node*","cars-per-mile-mean*","sec-per-tick*","feet-per-unit*","node-power-output*","ev-density-percent*","crr*","electricity-cost*","cda*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","115","250","3","0.527","0.66","35","12","2","2","48","0.1","15","10","20","0.01","8","0.5","""2060422392""","-256.55035508181226","-256.55035508181226","-256.55035508181226","0","-256.55035508181226"
"1","116","250","3","0.527","0.66","35","28","2","1","48","0.1","15","140","20","0.01","8","0.5","""-155726795""","1414.6859947953417","1414.6859947953417","1414.6859947953417","0","1414.6859947953417"
"1","117","250","3","0.527","0.66","35","28","2","1","48","0.1","15","140","20","0.01","8","0.5","""-262526047""","988.5310236364153","988.5310236364153","988.5310236364153","0","988.5310236364153"
"1","118","250","3","0.527","0.66","35","28","2","1","48","0.1","15","140","20","0.01","8","0.5","""-574756903""","671.1894502802127","671.1894502802127","671.1894502802127","0","671.1894502802127"
"1","119","250","3","0.527","0.66","35","28","2","1","48","0.1","15","140","20","0.01","8","0.5","""-745260380""","803.0492023360408","803.0492023360408","803.0492023360408","0","803.0492023360408"
"1","120","250","3","0.527","0.66","35","28","2","1","48","0.1","15","140","20","0.01","8","0.5","""-961800843""","1821.595607103044","1821.595607103044","1821.595607103044","0","1821.595607103044"
"1","121","250","3","0.527","0.66","35","32","2","1","48","0.1","15","43","20","0.01","8","0.5","""-171445000""","296.70389167585904","296.70389167585904","296.70389167585904","0","296.70389167585904"
"1","122","250","3","0.527","0.66","35","32","2","1","48","0.1","15","43","20","0.01","8","0.5","""-1414257659""","265.8479602180008","265.8479602180008","265.8479602180008","0","265.8479602180008"
"1","123","250","3","0.527","0.66","35","32","2","1","48","0.1","15","43","20","0.01","8","0.5","""1468894009""","464.6138818188322","464.6138818188322","464.6138818188322","0","464.6138818188322"
"1","124","250","3","0.527","0.66","35","32","2","1","48","0.1","15","43","20","0.01","8","0.5","""-1449677667""","144.07200268022137","144.07200268022137","144.07200268022137","0","144.07200268022137"
"1","125","250","3","0.527","0.66","35","32","2","1","48","0.1","15","43","20","0.01","8","0.5","""-197776207""","614.1605390416704","614.1605390416704","614.1605390416704","0","614.1605390416704"
"1","126","250","3","0.527","0.66","35","46","2","1","48","0.1","15","192","20","0.01","8","0.5","""1564419817""","1198.830457920081","1198.830457920081","1198.830457920081","0","1198.830457920081"
"1","127","250","3","0.527","0.66","35","46","2","1","48","0.1","15","192","20","0.01","8","0.5","""-833556861""","1948.4480601984494","1948.4480601984494","1948.4480601984494","0","1948.4480601984494"
"1","128","250","3","0.527","0.66","35","46","2","1","48","0.1","15","192","20","0.01","8","0.5","""-818041874""","2805.7805888782023","2805.7805888782023","2805.7805888782023","0","2805.7805888782023"
"1","129","250","3","0.527","0.66","35","46","2","1","48","0.1","15","192","20","0.01","8","0.5","""793866830""","2960.907141382531","2960.907141382531","2960.907141382531","0","2960.907141382531"
"1","130","250","3","0.527","0.66","35","46","2","1","48","0.1","15","192","20","0.01","8","0.5","""-1497017124""","2827.239556445421","2827.239556445421","2827.239556445421","0","2827.239556445421"
"1","131","250","3","0.527","0.66","35","26","2","3","48","0.1","15","82","20","0.01","8","0.5","""1119180814""","4526.417903910584","4526.417903910584","4526.417903910584","0","4526.417903910584"
"1","132","250","3","0.527","0.66","35","26","2","3","48","0.1","15","82","20","0.01","8","0.5","""144886754""","6669.7598366844595","6669.7598366844595","6669.7598366844595","0","6669.7598366844595"
"1","133","250","3","0.527","0.66","35","26","2","3","48","0.1","15","82","20","0.01","8","0.5","""-1740371155""","1244.094765309542","1244.094765309542","1244.094765309542","0","1244.094765309542"
"1","134","250","3","0.527","0.66","35","26","2","3","48","0.1","15","82","20","0.01","8","0.5","""295235208""","2441.6465100644386","2441.6465100644386","2441.6465100644386","0","2441.6465100644386"
"1","135","250","3","0.527","0.66","35","26","2","3","48","0.1","15","82","20","0.01","8","0.5","""1170460221""","2402.9328866356273","2402.9328866356273","2402.9328866356273","0","2402.9328866356273"
"1","136","250","3","0.527","0.66","35","16","2","1","48","0.1","15","30","20","0.01","8","0.5","""1335622721""","321.01983411513964","321.01983411513964","321.01983411513964","0","321.01983411513964"
"1","137","250","3","0.527","0.66","35","16","2","1","48","0.1","15","30","20","0.01","8","0.5","""-620640116""","193.741900228903","193.741900228903","193.741900228903","0","193.741900228903"
"1","138","250","3","0.527","0.66","35","16","2","1","48","0.1","15","30","20","0.01","8","0.5","""1267396222""","-186.41239727868918","-186.41239727868918","-186.41239727868918","0","-186.41239727868918"
"1","139","250","3","0.527","0.66","35","16","2","1","48","0.1","15","30","20","0.01","8","0.5","""561125110""","494.5795210118084","494.5795210118084","494.5795210118084","0","494.5795210118084"
"1","140","250","3","0.527","0.66","35","16","2","1","48","0.1","15","30","20","0.01","8","0.5","""1050212984""","-42.94426695556791","-42.94426695556791","-42.94426695556791","0","-42.94426695556791"
"1","141","250","3","0.527","0.66","35","22","2","2","48","0.1","15","75","20","0.01","8","0.5","""426358142""","1366.8615866152202","1366.8615866152202","1366.8615866152202","0","1366.8615866152202"
"1","142","250","3","0.527","0.66","35","22","2","2","48","0.1","15","75","20","0.01","8","0.5","""690100807""","1292.673554222945","1292.673554222945","1292.673554222945","0","1292.673554222945"
"1","143","250","3","0.527","0.66","35","22","2","2","48","0.1","15","75","20","0.01","8","0.5","""1457325030""","2169.9740864159394","2169.9740864159394","2169.9740864159394","0","2169.9740864159394"
"1","144","250","3","0.527","0.66","35","22","2","2","48","0.1","15","75","20","0.01","8","0.5","""-1389193977""","2823.4842268346083","2823.4842268346083","2823.4842268346083","0","2823.4842268346083"
"1","145","250","3","0.527","0.66","35","22","2","2","48","0.1","15","75","20","0.01","8","0.5","""306070647""","2668.781141297851","2668.781141297851","2668.781141297851","0","2668.781141297851"
"1","146","250","3","0.527","0.66","35","32","2","3","48","0.1","15","40","20","0.01","8","0.5","""-852843853""","1808.6812327060045","1808.6812327060045","1808.6812327060045","0","1808.6812327060045"
